S score (FLC+Geld-FLC),RNA Seq A17 in vs. out
-2.6541761919,0.228
-2.9981305931,0.236
-1.5162615854,0.355
0.1982666197,-0.336
3.5073974401,-0.577
1.8092243289,-1.149
-3.4131680923,-0.97
-0.413168092299998,-0.994
-4.2632726619,-0.536
0.1382418486,0.843
-0.413168092299998,0.377
1.8255044989,-0.494
-5.3673644027,0.023
-0.297690875000001,-3.589
1.4667232415,1.921
-4.5830930938,1.575
-3.7895439713,0.344
-0.0426770321000003,0.597
-2.4871686738,-0.374
-0.413168092299998,0.17
-2.5286453098,0.637
1.1717944084,1.169
-0.758664658399997,-1.01
-5.1136078105,0.49
-5.4575622117,0.541
-0.255626815399999,0.67
-0.166007765900002,0.483
-1.1913563493,-0.909
-1.2780085091,-0.841
-0.367364402699998,1.275
-1.1501336865,-0.239
0.9404688622,-0.035
1.5619142754,1.31
-6.967756944,1.456
-2.6355605137,-0.056
-6.7530180952,0.566
-2.6256177105,0.425
-3.7350961872,-0.708
-5.5424511093,0.152
-2.4761778899,0.35
-1.106906939,0.456
-9.6201824125,0.332
-1.7086239759,-1.228
-1.2450453336,0.972
-6.1680555945,-0.884
-3.2771065429,-0.966
-2.3169527772,2.462
1.5197177118,-0.773
-0.266326704000001,0.4
-1.5029227451,0.193
-1.6709658499,0.317
-6.2205230144,-0.29
-0.350704005500003,-0.211
-7.473864024,0.305
-0.911418960000002,-0.567
-3.7350961872,0.573
-0.9259808074,0.589
-0.8153919059,2.407
-8.2397165796,1.173
-7.0278779365,1.988
-0.531881867600001,0.228
-5.1501336866,-1.165
-6.770720097,-0.214
-8.2172991135,-0.221
-3.782401902,3.671
-5.1945278059,3.582
1.511424505,3.19
-3.3453527081,-0.837
-6.0855934343,-0.402
-0.462750121300001,-1.602
-0.980059020199999,-2.737
-0.918403400700001,-0.252
-9.4438352286,1.952
-6.679954633,-3.637
-1.7200068512,-1.445
-3.665086466,-0.939
-1.1267727446,-0.68
-9.6658335248,0.696
-1.3395452293,1.294
-1.3055591183,-0.436
-0.377248518200002,-1.221
0.678163037699999,-2.76
-1.0570242821,-3.055
2.1586190195,-0.763
-1.9797733235,-0.439
-2.1774542926,0.629
-0.706558144099999,0.473
-1.2365977773,-0.206
-6.2958111417,-1.155
-3.158307618,-1.076
-6.7530180952,0.144
-0.1447705018,-0.463
-2.2747846082,-0.289
-1.4294699047,0.175
-0.7141972939,-0.83
-6.1410885469,-1.084
-0.413168092299998,-0.404
-0.413168092299998,0.179
-0.413168092299998,-0.404
0.8274865354,3.523
3.0641536852,0.3
-1.8918542681,0.045
4.4448129027,1.799
-6.6752629377,-1.371
-5.6610956058,-0.697
4.7161149246,-1.275
-0.413168092299998,-0.747
-0.6754647354,-1.2
-9.6869636916,-0.727
2.9266819105,-0.617
-8.2010706517,-1.894
-8.5980434353,-0.612
-0.180507335600002,0.169
-8.0570242821,0.146
-3.1654253385,-0.017
-7.2711490875,-1.73
-6.0570242821,-1.948
-2.3673644028,0.223
-2.2741428529,-0.517
-3.9847100773,1.258
-1.6448457914,-0.59
-8.0855934343,-1.559
-2.4367315642,-1.345
-8.0926481918,-0.34
-0.413168092299998,-0.246
-5.1680555945,-0.553
0.669294067799999,0.095
-0.413168092399999,0.42
-3.277354237,-0.762
-5.8140475286,-0.389
-1.9667664222,-2.123
-8.9868152798,-1.31
-1.8716822579,-1.343
-3.2766660925,-1.612
1.088653173,1.043
0.647562255200001,-0.581
-2.2887207215,-1.27
-0.3470011684,-0.419
-7.5527194447,-0.52
0.994579371,1.108
1.3764121279,1.143
-3.7854012692,0.475
-5.1832419983,2.36
-1.69165601889,-0.678
0.0788127269000007,-0.626
0.2500671132,-0.02
-3.4131680923,3.588
-6.9209627325,0.984
-0.8958625417,1.305
-0.413168092299998,-0.447
-5.8561115882,-1.043
-2.0090189092,-0.261
-7.6029926512,4.198
-0.726051047599999,0.269
-8.2140679923,0.753
-5.9981305931,-0.184
-3.5235920821,0.102
-4.1136078105,-0.141
-7.7618962466,0.35
-3.872599711,-4.317
-4.8054855151,-0.962
-7.5527194447,-0.002
-7.2333470548,-0.668
-7.6029926512,-1.054
-3.7350961872,-0.353
-5.8054855151,1.17
-6.5830930938,0.941
-7.770720097,0.136
-5.2205230144,-0.052
-0.998130593100001,0.614
-1.4131680923,-1.561
-1.9673245463,-3.174
-1.6749430524,-3.642
-6.9830237007,0.386
-0.979514914899999,-0.108
-0.413168092299998,2.079
0.2868928165,-0.532
-5.1680555945,0.122
-8.3904480158,-0.136
8.3383759667,1.462
-1.4131680923,0.211
-0.413168092299998,-0.956
-3.5600094807,-0.195
-7.1813524171,-1.021
0.203503267999999,-0.398
1.9714957578,-0.973
-3.6861865868,1.452
-2.2341979513,2.134
-6.2460581065,0.073
-3.9531431384,0.407
-3.4131680923,0.408
-5.6190723909,0.005
-1.2648453454,1.234
2.7418374892,2.85
2.541028218,0.401
-1.5068271996,-0.353
1.5974791518,0.669
-0.2832094983,-0.236
-3.874820951,-0.095
-6.1410885469,-0.914
-2.4051753017,0.247
-6.5741599691,-0.444
-6.1680555945,0.243
-3.5006309336,0.494
-5.0278779365,0.717
-0.413168092299998,0.514
0.1185143257,1.429
-5.3247050529,-0.559
-0.8466267884,0.681
-4.5006309336,-0.232
-1.6007950956,-0.773
-0.526824874199999,0.843
-0.413168092299998,-0.371
-0.413168092299998,-1.173
-2.7350961872,-1.151
-1.5634783331,-1.349
-0.259471552699999,-1.691
-1.3217450647,-0.499
-7.1945278059,0.172
2.4613010255,0.705
-4.4131680923,-1.033
-3.967756944,-0.786
-3.2295870969,-0.363
-1.4131680923,0.168
-8.277354237,0.984
2.9247015463,0.388
-2.7350961872,-0.861
-3.7350961872,2.055
-4.2205230144,0.525
-7.4792572828,0.505
-6.4131680923,0.63
-8.6892924976,-0.511
-4.9227231905,1.754
-3.7998433686,0.859
-4.3079858557,0.897
0.283439764099999,0.082
-3.4500048606,2.085
0.823208558399999,1.812
-0.303543601199999,3.602
-0.413168092299998,-2.001
1.5868319076,0.42
-7.1410885469,0.155
-3.5830930938,-0.345
-0.413168092299998,-1.171
-0.7350961872,-1.539
-2.3253921323,-2.872
-2.4131680923,-0.299
-2.4131680923,-0.321
-5.2205230144,0.412
-5.1136078105,2.5
-9.4684505278,0.624
-0.413168092299998,-0.238
-1.2662961071,0.342
-4.8054855151,0.39
-0.413168092299998,0.665
-6.9050211887,0.163
-1.9981305931,1.342
-1.1955766574,-0.042
0.973507183800001,0.089
-2.3598698663,1.401
7.8582949356,-0.133
-3.7059498417,1.062
-10.0000078803,0.139
-6.7169488405,-0.075
2.0462635262,-0.281
3.8984180583,-1.17
-2.2706140624,0.376
-2.158023626,-1.038
-0.533797797499998,0.093
-0.506579031999999,0.267
-2.0416322317,0.985
-7.5930771824,-0.363
-1.2312432899,-1.31
-2.2914895358,-1.323
-7.6610956058,1.335
-4.7392122957,0.357
-3.7350961872,0.052
-0.413168092299998,-0.404
-7.5629152118,0.204
-7.6128404372,0.805
-0.413168092299998,0.963
-7.6419867828,0.509
-2.4902443154,-0.545
-4.8561115882,-0.228
-7.4575622117,0.4
-0.413168092299998,0.403
-2.6775086957,0.446
-2.614186863,2.001
-0.413168092299998,-0.587
-3.6058131704,0.238
-2.246518223,0.021
-2.2800240262,4.002
-5.7350961872,3.05
-0.3827944433,1.099
-0.413168092299998,6.101
-4.4131680923,-0.02
-1.3083257265,-0.433
-0.381648769,-0.83
-2.872599711,1.975
0.530649072199999,0.687
-8.3439054299,1.823
-0.0227300162000006,0.114
-4.2205230144,0.638
-2.9151412284,0.061
-7.2711490875,1.881
1.3193515967,0.405
-6.9830237007,0.702
-4.102999711,2.279
-7.2205230144,-0.14
-2.8394328471,-1.845
-4.2511113343,-0.528
-7.6419867828,3.301
-0.478263120600001,-1.074
-0.413168092299998,0.86
-7.6515728317,0.332
0.379389827699999,0.35
-5.3673644027,-0.607
-4.5006309336,-0.05
-2.4131680923,0.375
-1.2762862859,0.024
-1.6494943196,-2.42
-0.413168092299998,0.115
-4.0510421241,0.11
0.00758305809999982,1.349
-2.0091435858,-0.345
-1.1509820812,0.207
0.378933524099999,0.511
0.988712503699999,-1.141
-2.1028279718,-0.048
-6.872599711,0.162
-4.5006309336,0.11
-0.7862977434,0.408
-7.0713795751,0.616
-7.2333470548,0.405
-1.8282055916,0.343
-0.346053896499999,0.402
-0.589325047599999,-0.51
-9.672911356,-1.316
-1.5934946893,-0.853
-4.0399507688,-1.674
-0.703800056800001,-0.935
0.720968580300001,-0.037
-0.413168092299998,0.876
-2.4881951378,-0.232
-8.3904480158,-0.524
-6.5830930938,0.293
-3.4952038613,-0.615
-0.8513715762,0.947
-7.4465910939,2.216
-0.413168092299998,2.753
1.3360238041,-1.699
0.0729525049999999,-0.069
-2.9156684329,0.352
-6.839432847,2.21
-4.4131680924,2.774
-1.4131680923,4.772
-1.2205230145,1.212
-4.6308069838,-2.294
-9.5654529346,-1.545
-9.1680555945,-0.997
3.6742947489,-0.243
-9.9425986465,-0.633
-1.5334623261,-1.553
-5.872599711,-0.618
-9.3644528073,0.054
-1.3285903216,0.002
-0.413168092299998,-1.18
4.0679585973,0.463
-1.8680700525,0.645
-0.3252610033,-0.463
0.523779737099998,-0.778
0.180495023699999,-0.884
-2.1457552461,-1.998
1.7499032381,-1.345
-0.413168092299998,1.017
-4.9336670005,-1.272
0.6113009032,0.032
-6.5629152118,0.319
-1.4576992524,0.671
-5.5830930938,-0.662
0.834424883100001,0.918
-9.5295120536,0.877
-0.413168092299998,-0.605
-1.2369060209,-0.544
-2.2378010059,-2.598
-2.7844238997,-0.444
-7.9981305931,2.113
-5.6610956058,-0.024
1.5302483792,0.126
1.6006377071,-2.004
-1.512703766,-0.919
2.3468811149,0.964
-4.452409724,1.702
0.4399273747,0.009
-1.2205230144,2.264
-2.7350961872,-0.653
-1.3869841606,-0.262
-1.6382346481,1.483
-5.6985703112,1.96
-2.1534088186,0.451
-7.3079858557,1.189
-6.4131680923,1.574
-7.4684505278,0.716
1.631226027,0.284
-3.4131680923,0.419
-3.5830930938,-0.419
1.9536142383,0.521
-3.4816478303,-0.701
-0.413168092299998,-0.358
-0.789867772300001,-0.564
-0.6223812424,-1.465
0.518444932600001,2.144
-7.7260510476,0.363
-5.3925283263,0.896
-0.0505980130000019,-0.097
-8.5880937748,2.296
-3.9156684329,-0.381
-6.6029926512,0.296
-0.453810076899998,1.867
-0.413168092399999,0.135
-5.9981305931,-1.345
4.9087600025,0.068
-10.3155432068,0.834
-0.413168092299998,-0.159
-4.4131680923,-0.279
-6.622621458,0.685
-2.7929402618,0.563
-0.775738171800001,0.794
-0.0603790337999985,2.178
1.1101125543,-0.376
-9.2301517156,0.352
4.0130966624,0.387
-9.1478777126,0.352
-5.5424511093,-0.834
-2.6671735325,-1.2
-0.413168092400003,-1.708
-8.4630166418,-0.866
-5.4575622117,-3.094
-6.2958111417,-1.027
-0.413168092299998,0.516
-4.4355359054,2.64
-2.2274535084,-0.173
0.886817449600001,0.121
-0.413168092299998,0.495
-0.413168092299998,1.078
-3.9390513604,-1.41
-4.7350961872,0.232
0.398759559400002,0.182
0.238908604100001,-0.575
-5.7934126829,-1.861
-4.8054855151,0.896
-5.6985703112,0.438
-0.413168092299998,0.335
-2.442512054,-0.182
-5.1136078105,0.047
-5.3673644027,1.533
-1.4131680924,0.502
-9.4327588207,0.567
-0.413168092299998,-0.189
-3.4131680923,1.182
-2.6199483147,1.423
-6.2711490875,-0.001
-0.5617279979,0.301
-8.0056251296,1.274
-6.8889015233,-0.752
-2.7757381718,0.124
-1.4429154358,1.068
-2.3162210018,1.198
-0.900833391800001,1.175
-0.788485162599999,-0.612
-0.413168092299998,-0.25
-7.4575622117,0.594
-0.898594919600001,0.241
-4.5006309336,0.763
-3.557214462,-0.198
-1.3463499858,-0.352
-5.5006309336,-0.431
-6.320058688,0.245
-0.788535446300001,-2.937
-4.4483827849,0.074
-4.4483827849,-0.521
-5.5830930938,1.587
-8.396161667,0.958
-2.0053440833,-0.397
-1.349037755,1.319
-5.1371946308,1.038
-4.3642584919,0.761
-2.1563926771,-0.631
-1.3697754969,-1.229
-3.4575622117,-0.466
-0.150133686500002,-0.036
0.0018694069000027,-0.044
-0.171410346199998,1.715
-2.8787665479,1.203
-7.1813524171,0.689
-2.4029240609,-0.88
-3.1423016968,1.491
-5.4131680923,1.255
-0.709058326399997,1.591
-1.7978319426,1.179
-6.7169488405,0.292
-2.5178933221,-0.768
0.2498867771,2.824
-0.802734904199998,-0.095
-1.6629832092,-0.261
-4.6355605137,1.064
-3.1262869446,-0.428
-8.6610956058,-0.656
-1.4701990375,0.155
1.2087209773,0.547
-4.1136078105,0.884
-0.3899250918,0.435
-2.8245943381,-0.885
0.207094544999999,1.496
0.419375161800002,0.871
-6.4131680923,1.411
-0.413168092299998,-1.098
-1.9981305931,-0.404
-1.4131680923,-1.023
-6.9981305931,-0.745
-0.884919982700001,1.335
-0.1136078105,0.738
1.5092355026,2.701
-7.8310206072,0.507
-7.0425247124,0.467
-5.872599711,0.566
-5.1680555945,0.155
-0.2869503762,-0.463
-7.967756944,1.57
-8.9600625522,-0.852
-7.4684505278,-0.489
-2.7350961872,2.631
-7.2205230144,-1.919
-0.413168092299998,0.775
-5.2020029265,2.104
-4.5830930938,0.464
0.9653435309,3.164
-2.9981305931,0.727
-0.413168092299998,0.225
-1.7222721469,0.627
-1.1771007342,2.482
-3.5195839383,-0.766
0.5073974401,-0.762
2.332051603,-0.737
-6.5424511093,0.379
-4.6610956058,-0.333
-1.8844738113,-0.927
-3.1573291879,0.947
-2.4916171901,-0.369
-4.7350961872,0.297
-6.3039390226,-0.589
-0.6925203442,1.117
-0.413168092399999,1.195
-4.2205230144,-2.302
-3.3679388384,0.313
-2.2422180856,1.008
-7.0130809345,2.086
-0.0542736712000007,-0.872
0.0893322480999998,0.47
-0.8239561187,-0.027
-1.6029926512,-0.308
-9.0606265188,-0.594
-1.3817551397,0.541
-4.9367300484,-0.679
-1.1344520643,1.483
-2.0716596286,-0.546
-3.4884562197,-1.876
1.7616063087,1.876
0.0018694069000027,-0.457
1.3837400423,1.391
-1.2876372103,2.466
-4.6271482739,-0.82
-2.7206691167,-0.496
-1.1961278603,-1.538
-3.1501336866,2.696
-0.5534259782,3.692
-7.7794903066,0.637
-0.00477590679999906,-0.21
-2.6678459459,-1.038
-1.9878182187,-0.08
0.501267432900001,0.647
2.0586726119,1.397
-9.3379805959,-0.556
-0.408749421200001,-1.521
-2.4114495752,-1.677
-2.909249312,1.36
-3.2803944704,0.05
-2.0225147517,2.795
1.7798867839,0.483
-0.413168092299998,0.262
0.184072738100001,-1.559
-1.1071113901,-1.851
-2.9422849454,2.793
-10.1256950928,0.352
-3.1271331756,-2.138
-0.7424757177,-3.343
-0.840589316100001,-1.061
-0.6376408241,0.614
-8.3260574286,0.19
-1.2026011065,0.856
1.7278442171,0.95
-0.7350961872,-0.32
-5.7307177468,0.652
-0.661723001,1.094
-0.2726294447,-0.977
-8.4684505278,2.543
-4.2460581065,0.928
-0.599453005499999,4.772
0.4734058463,1.202
-0.413168092299998,0.046
-1.0668099587,0.244
-7.1136078105,-1.843
-1.2572971815,-1.618
-0.0652447889999994,-1.573
-1.3447811174,0.527
-4.4243953478,0.697
-8.1747193248,-0.831
-3.1716824111,-0.364
-3.2205230144,0.683
1.7505783341,-0.029
-4.872599711,0.439
-1.6731684381,-1.068
-6.6144752193,1.3
-1.1230050334,-0.559
1.1922960352,-0.385
1.0949463295,-0.633
1.1032194111,-4.367
-0.413168092299998,-0.879
-0.413168092299998,-0.082
-0.4798684936,0.69
0.9325339711,0.849
-1.7579965894,1.821
-8.9830237007,0.27
-2.5879424935,-0.964
-2.3257052511,-0.412
-2.4150356591,-2.99
-9.1066550498,-2.625
-2.4131680923,-1.086
-4.0761331051,2.673
-3.7350961872,-1.007
-0.413168092299998,-0.029
-2.022940166,-0.656
-3.5741599691,-6.747
1.9218161553,-1.09
-2.4637941654,-0.201
-5.5830930938,-0.084
-3.1585952653,-0.217
-2.9574886086,-0.42
-4.7870482669,-1.978
-7.12741361,-1.794
-2.0820823715,0.537
-0.413168092299998,-0.5
0.327785603999999,-1.509
-0.413168092299998,0.223
1.2359247457,0.163
0.354171150899997,-1.559
1.8669398268,-0.392
-1.9911945459,-0.556
-0.4327968992,1.153
0.614846283800002,0.243
-4.6610956058,-0.933
-2.3721054357,-0.144
-1.9981305931,0.422
-4.8054855151,4.784
0.0997167302999991,0.895
-2.240987117,0.601
5.5924564568,-0.07
3.6286520833,-1.18
-0.5361041985,2.871
-0.0947569295000008,-0.123
-1.2744618215,1.007
-7.4792572828,2.954
-2.5286453098,-0.999
-0.831629982199999,-1.541
-3.9981305931,0.807
-5.2443697564,-1.099
-1.0357137759,-0.874
-2.9981305931,0.11
-8.5321091651,-0.529
-1.9277412652,-0.529
1.0179292578,-0.581
-3.2662522443,-0.756
0.6046652007,-0.529
-3.8054855151,-0.54
-0.935943078299999,0.303
-0.3805429448,1.656
-1.7119302027,0.607
-1.5251575287,-1.503
-0.7312384401,-1.471
-0.7330675555,0.201
-0.903850645,-0.424
-1.8443745286,-0.697
-1.8077485667,-0.63
-0.7819279082,1.475
8.8108335818,-0.069
-4.3600743668,0.394
-1.4772466322,-0.01
-5.320058688,0.505
-0.5139543414,-0.255
-1.4426979692,0.85
-2.1405833329,1.452
-0.707337147899999,-1.488
-0.839538682499999,0.217
-0.235798278799999,1.713
-1.4319046549,0.505
-0.2259981446,1.337
4.3417194098,0.293
-3.9195207584,1.929
-1.4671365757,0.423
-6.6658335248,0.983
-0.480662946500001,4.381
0.2949934732,-0.038
-0.413168092299998,-0.649
-0.413168092299998,2.051
-1.3247670872,-0.193
-0.453652757800001,-0.842
-0.775738171800001,0.532
2.6437169711,0.764
-7.9209627325,0.224
-2.5541804019,7.101
-2.3570735304,4.342
-8.9090231192,-0.294
-2.2626764658,-0.205
-7.1945278059,1.659
-1.6947384496,0.676
-1.5394144196,-0.365
-7.1680555945,0.155
-0.832822219800001,0.497
-10.948443469,-0.376
-2.967756944,-0.418
-0.915668432900002,-0.666
-0.2711490875,0.954
-1.9296508552,1.035
-0.551923567500001,0.432
-1.6697330029,-1.137
-4.9860577608,2.996
-0.308637508899999,0.807
-0.911840638099999,2.659
-1.0718609817,-0.032
-0.220523014399998,-0.434
-0.705307723299999,-1.158
-0.413168092299998,4.374
-2.7350961872,0.374
-3.2124707422,0.616
-0.858579240799999,0.647
-7.4243953478,0.311
-0.930130492999998,3.392
-1.1540276027,1.197
-3.4835574203,-0.061
-1.2643047065,-0.259
-3.6332165732,0.811
1.9480194329,0.488
-7.6029926512,-0.573
-2.9788622594,-0.009
-1.4641192799,0.306
-2.9189287621,0.648
-4.4787990662,-0.026
-2.2166290984,0.75
-0.194987922399999,0.98
-1.4847213534,0.821
-1.4131680923,1.137
-1.4956302526,2.197
-1.1387738244,0.047
-1.8522797266,-3.131
2.7567569091,0.147
-3.7254460172,-0.604
-1.2778162395,0.107
-5.3311138765,-0.706
-4.0732097099,-2.145
-5.320058688,-0.771
2.1717944083,-0.242
-8.3498060313,0.058
-1.6634914465,-1.271
-1.1971779251,-1.716
1.4169069062,1.278
-4.9085790081,-0.768
-4.7788175647,1.194
-3.5409236396,-0.584
-2.4532455317,1.94
-6.7882075237,1.218
-8.1613609419,4.266
-2.1787028388,0.548
-0.7328577151,-1.257
-1.8130986993,-1.045
-1.5707093694,-0.534
-4.9367300484,0.333
-0.413168092299998,-1.092
-0.451135942600001,-0.1
-5.5216925491,0.42
-7.2460581065,4.573
-3.5022312611,6.514
4.1386275444,-1.04
-4.0356052985,0.017
1.616579251,0.256
-7.674322765,-0.416
-2.5918103109,-0.289
-4.0693375436,-1.811
-6.622621458,-0.328
-2.520339616,0.648
-9.1308445154,0.92
-1.2678287292,0.602
-1.7571224936,2.658
-0.0314366798000005,1.179
1.0128048846,-0.221
-1.309688151,-1.244
-0.413168092299998,1.456
-1.9084696675,3.568
-3.0570242821,-0.657
-5.1680555945,0.829
0.4748542554,-0.521
0.397259663699998,-0.331
-6.9820109277,-0.425
-2.5092646819,-1.494
-2.0821948579,-0.608
-1.4200666096,-0.765
-0.6710774661,-0.5
-3.1441098989,0.185
0.0260063126999981,1.355
-8.3379805959,1.618
-2.1985340107,-0.736
-2.2446623681,-0.701
-2.8713500834,1.088
-6.622621458,-1.937
-1.9122698565,-0.052
-0.534563199899999,0.735
-1.5844863291,-1.335
-2.0785743729,1.575
-3.664393196,0.173
-2.4220099692,0.317
0.2731436522,-0.504
-3.9981305931,1.348
-3.0966944276,-0.654
-0.9408150773,0.826
-1.1305362492,1.124
-2.7383937773,0.887
-1.0570242821,0.601
-6.839432847,-1.701
-8.2010706517,-0.529
-1.723508213,-0.441
-6.3673644027,-0.653
-2.5704298586,-0.395
-1.8950920715,-1.275
-0.939440832999999,-0.604
-7.0278779365,-2.437
-0.584229521700001,-1.227
-0.413168092299998,-0.545
-0.356406442599999,0.279
-0.221460945999999,-1.706
-1.8788316647,-1.682
-9.3468587473,-0.371
-4.214225776,1.229
-3.6177392366,-0.783
-0.939658190299999,-1.016
-3.6371697665,-2.328
-2.9981305931,0.233
1.1913699467,-1.605
-2.7350961872,-0.958
1.371663813,0.38
-3.0021492449,-1.41
-5.6985703112,0.799
-0.0537652920999996,1.159
-9.454827244,0.401
4.4558258954,-0.471
0.836886767299999,-0.235
5.631226027,0.593
-8.9905969204,1.128
-1.4183297975,-0.267
-3.4131680923,-0.759
-3.0406552098,-0.354
-0.611852086799999,1.218
-2.7127283742,0.5
-5.1136078105,0.053
-0.413168092299998,-0.593
-2.2876372103,0.831
-2.3062528885,-0.245
-1.4752735943,-0.473
-1.7147177339,1.62
-2.3742324299,-0.03
0.701435029300001,0.132
-7.3079858557,3.647
-6.3439054299,0.167
-2.5305250431,-1.276
-0.2201288893,-0.266
0.5023715545,0.338
-6.8561115882,-0.403
-1.4903752929,-1.004
-1.7470688289,0.59
-1.6700763955,-0.011
-0.906351363200001,0.818
-0.9145464406,-0.789
-4.5692872943,-3.768
-8.0425247124,0.577
-0.272094559099999,-0.694
-3.512703766,0.717
4.9087600025,1.27
-0.243243090899998,-0.536
-1.3723909545,-1.411
-2.3093322814,0.478
0.317040135599999,-0.262
-1.8864852373,-0.41
-2.622621458,0.607
-3.5830930938,-0.582
-0.413168092299998,-0.589
-4.1136078105,0.784
-0.413168092299998,0.492
-1.4131680923,0.29
-2.8185811728,0.206
-8.3439054299,0.096
0.309722316600002,0.974
1.0018694069,0.947
-1.4918323694,-0.764
-7.7332916905,0.074
-1.2440102779,1.008
-3.872599711,-0.035
0.1487107952,-0.004
-1.494239703,1.993
-1.066517568,-0.782
-0.0255070321000002,4.31
-7.967756944,-0.49
-9.5059252333,-0.695
-0.599034637700001,-1.189
-0.170311568500001,-1.017
0.5120087308,-0.252
-0.600046227100002,-0.011
-0.813706021999998,0.081
-0.1787028387,-0.3
-0.8174073511,0.919
-0.413168092299998,-0.09
-7.4465910939,-0.576
