S score (FLC+Geld-FLC),RNA Seq A17 in vs. out
-1.8852365367,-1.037
-2.6202757853,0.658
-2.0625865732,-0.287
7.1867447498,0.455
-0.413168092299998,0.078
-1.8236633497,0.061
-1.8016638042,2.095
-2.813706022,2.328
-5.5582184252,0.162
-3.1136078105,1.056
0.949401987000002,0.045
-5.8505734047,1.839
-2.6634914465,1.778
-1.4523386897,0.363
-6.5629152118,-0.614
-1.9297436181,-1.428
-2.9981305931,-0.799
-1.6695078457,-1.417
-1.290109696,1.214
-0.5721625708,-1.23
-8.2140679923,-1.84
2.5205982092,1.175
-0.254664270000001,-0.443
-1.0505027699,0.604
-0.413168092299998,0.385
6.9355600619,0.302
-0.521692549100001,0.405
-4.5541804019,0.038
-1.9322649435,-0.808
-0.168957560899999,-0.883
-1.0442713701,-0.256
-1.2500751244,-1.542
-1.2883011289,-3.239
-1.4085300261,-1.701
-0.975091217499999,-0.819
-1.9441917861,-1.388
-8.9288679306,-0.362
-0.587498273,0.006
-2.685015568,0.406
-1.8204449756,-0.693
-1.3745856301,2.2
-3.5001364931,-0.758
-7.3320313296,0.759
-1.3372788811,1.218
-2.441512718,2.981
-0.8411612467,1.962
-0.413168092299998,-0.059
-2.9201280811,0.243
-3.3950207457,0.333
-0.413168092299998,-2.431
1.8696557667,-1.184
0.763329562999999,0.614
-2.5791780438,-1.657
-2.6969610584,0.215
-1.0478836283,-1.566
-1.1788594067,-1.191
-9.1478777126,-3.559
-1.2267549682,-2.209
-2.910798198,-3.384
-2.8346318608,0.031
-1.7849381378,0.202
0.6381124125,0.065
-0.840474429,-1.317
-0.5553481033,0.03
-1.6920274654,-0.524
1.2610617464,0.543
-3.4549882681,-1.387
-1.6468869314,0.806
-4.1136078105,-0.045
-1.7023849972,-1.119
-0.8493398048,-1.486
-0.863282438899999,1.015
0.228038519,-0.271
-2.032077925,0.63
-2.1943334905,0.423
-4.5378638398,0.796
2.1370289902,-0.996
-1.6981966045,-1.236
-1.396094579,-0.584
-1.5733294926,-0.363
-6.2958111417,1.394
-1.8858722383,-2.076
-5.9186961256,-2.704
-2.2758186945,-0.304
-5.4672447651,0.077
-3.4131680923,1.053
0.588573241599999,0.37
0.323797501799998,0.356
-4.6911528397,2.374
-3.1281911337,1.332
-0.544314765999999,-1.181
-2.4569497844,-0.811
-1.059270888,2.108
-0.0833778797000004,3.293
-0.559324927899999,0.64
-5.5103899001,-0.222
-10.1205272244,1.592
-1.4230158783,-0.363
-1.6883861527,-3.378
-3.4997986896,4.055
-2.5955301971,-0.473
-6.9209627325,0.63
-0.348804157899998,-0.615
-3.4131680924,-0.67
-1.7154673805,-0.645
-0.0898193227999986,-0.863
-3.1936017151,1.011
-2.3897091195,0.77
-0.403436554400001,0.071
0.9594696834,1.636
-0.2883309805,1.068
-2.8529014197,-1.464
-1.7396168135,-2.067
-1.8551358053,-0.341
-0.3776987488,-0.427
2.5354327551,-1.534
-1.1211889895,0.341
-3.5830930938,-0.626
-2.2532453357,-0.078
-1.2166775345,0.519
-6.3147054535,0.987
-0.483557420300002,-0.173
-3.4007630715,-0.13
-0.3751167867,-1.366
-0.470893460499999,-1.264
-2.6472234312,4.229
-0.673482996900001,6.919
-1.5915930843,0.418
-8.5475944126,1.019
-2.7467661805,-0.843
-1.6321357168,1.833
-1.4228832472,0.125
-7.12741361,0.74
-2.9981305931,0.246
1.6873355081,1.659
-2.2780670589,-1.163
-3.8271443963,0.268
-5.7838554991,0.04
-2.9192297653,-0.622
-0.647633346100001,-0.245
0.717725974499999,-1.694
-0.3560869972,-0.423
-0.920509696000002,0.371
-0.5785430269,-0.212
-4.5378638398,0.191
-0.809469029100001,-1.598
-4.3307059322,-3.373
1.6988904148,2.15
0.486137908,0.223
-0.262751249799999,-0.942
-5.2958111417,-1.5
-1.2388835516,0.126
-3.6610956058,-0.82
-5.5216925491,1.835
-5.0524611944,0.095
-0.413168092299998,-0.031
-2.1012240861,1.187
-2.9738830469,-0.556
-0.956789797800001,-4.293
-1.9682291074,-1.445
-7.0278779365,3.697
-0.998130593099997,-0.385
-1.6388808721,-0.149
-1.903493719,-0.807
-2.2205230144,0.736
-8.4575622117,-1.161
-6.7169488405,-0.699
-1.4131680923,-0.329
-0.690702068,0.143
-5.6778713186,-1.873
0.0996446225999996,-1.414
-7.9445495529,-0.711
-7.7169488405,-0.631
-7.9367300484,1.712
-0.809726170999999,-0.991
-4.0968645467,0.338
-5.1136078105,0.555
-6.320058688,-0.041
-9.2043309809,0.582
-1.3832975628,-1.134
-1.2821292324,0.232
-9.0018827279,-0.212
-2.5172405466,-0.964
-1.1339024158,6.095
-10.1796970009,-0.132
0.249025838,-0.03
0.8990010361,0.226
0.7858129424,0.406
-4.2483572227,0.981
-7.5006309336,-0.558
-1.6824782436,-1.73
-1.0497831612,2.685
-2.4813395951,-1.079
0.2293818999,0.152
-6.0855934343,0.834
-2.6134945723,0.494
-0.67412817,-1.253
-3.2064019062,-0.637
-2.0377403574,0.467
0.816250703,-0.341
-9.1912452219,1.216
-1.1407349886,0.198
0.2598757443,1.513
-0.413168092299998,1.428
-8.5006309336,-0.232
-3.3302544551,-0.65
-0.413168092299998,1.787
1.0434703114,0.049
-1.7968963152,-0.523
-0.1285636037,-0.145
-0.628268021199999,0.765
-4.7350961872,1.659
4.2973252904,-0.55
-0.186659562599999,0.325
-7.7618962466,2.348
-4.371082691,0.1
-3.320058688,0.106
0.468187411099997,-0.553
-1.1569228522,-0.949
1.4366389713,2.353
0.953506385300001,-0.949
1.0250296918,-0.809
-0.362286923400001,1.134
-4.6985703112,-0.631
0.2497969203,0.388
-2.5037706412,0.797
-0.413168092299998,3.012
-8.7031869393,2.928
-4.4131680923,3.396
-0.528070187199999,1.873
-1.8420113912,-2.671
-0.413168092299998,-0.103
-2.9981305931,-0.624
-0.413168092299998,-0.997
-6.6985703112,-0.769
-4.8725997111,-1.016
-8.4410740889,0.824
-6.872599711,-0.12
-4.0417575255,0.942
-4.6610956058,0.168
-0.413168092299998,-0.404
1.0722587348,0.402
-0.413168092299998,1.239
-7.3439054299,1.811
-2.0869398601,1.5
2.1208104796,-1.664
-2.0165091224,-1.023
-6.1410885469,-0.291
-0.833030238600001,-0.312
-8.0855934343,1.034
0.978022664899999,-0.825
1.4867649525,2.379
-8.9209627325,-0.762
-0.0313598208999988,-0.042
-6.8225590285,0.793
-3.5315627932,-0.174
-3.7350961872,1.247
-5.1729049942,0.406
-1.9487183989,-0.854
-1.806434969,0.405
1.9616803168,1.484
-2.4737096343,-0.952
-2.7865196889,-1.281
-2.8673439856,0.602
-1.4131680923,0.122
-7.1410885469,-1.204
-0.413168092299998,-2.022
-1.4131680923,1.848
-4.9981305931,1.167
-0.283885075400001,1.438
0.0234025684999999,-0.288
0.911794062599999,-2.595
-0.413168092299998,-1.563
-2.5227925836,-0.757
-3.5830930938,-1.591
-3.2205230144,-0.173
-0.3100745994,-0.75
-0.413168092299998,0.931
-3.8606270694,-0.248
-0.6749091812,0.836
1.4058686347,0.078
-4.013831908,-0.255
-0.413168092299998,0.258
-3.7350961872,-0.252
-1.9196286194,1.537
-0.3803248357,1.663
2.1343197029,-0.998
-2.0755206258,2.524
-1.4391633009,0.874
-8.5880937748,-0.987
-3.0835999353,0.961
-4.7350961872,0.49
2.9980273406,-0.746
-5.4575622117,1.145
0.770832094299999,-0.91
-1.2094395153,0.032
0.132623811,3.374
-6.1066550498,0.225
-4.9981305931,-0.074
0.743978304400001,-2.703
-2.7350961872,-0.497
-7.0996686195,0.007
-1.1999942011,0.526
-2.4076651167,1.752
-7.9050211887,-0.85
-2.593288861,2.631
-0.602992651200001,-1.089
3.5755165944,1.658
-4.0015614985,-0.028
-2.4131680923,0.922
0.8298748383,-0.69
-2.4898331656,0.842
-7.0713795751,0.436
-0.413168092299998,0.673
-6.670555935,0.72
-6.9830237007,0.926
2.9791493304,1.021
-3.7350961872,1.358
-4.5830930938,-0.046
1.3405820861,0.121
-3.7233509796,1.836
-1.9981305931,0.625
-7.2876372103,-0.236
-4.3039390226,0.314
-7.7169488405,-0.061
-7.4493417049,-0.003
-1.160402022,-2.124
-8.9249207461,-0.2
-1.3945524142,1.593
-5.9981305931,0.089
1.1717944084,0.515
-2.8648640623,2.838
-0.197439401299999,6.688
-0.550327338599999,-0.327
0.648759656799999,0.186
-5.9574886086,1.44
-4.2284282125,5.16
-5.3673644027,1.281
-1.4658095721,1.202
-3.9367300484,-0.386
-9.8054855151,-0.227
-7.2075839587,0.048
-0.174160957200002,1.797
1.0108581901,1.479
-7.7618962466,0.063
-7.5730394291,-1.169
1.9087600025,-1.573
-3.8259496178,-0.101
0.5804717428,-2.513
0.0607630959000005,-0.202
-9.6054609068,-0.329
-2.1939879761,-0.523
-8.622621458,1.731
3.7946597012,1.213
-2.1694990114,6.248
-9.134267281,1.288
-2.6081840748,-0.191
4.6312260269,-0.289
0.8156505981,1.738
0.166500108699999,1.305
-2.7212903878,1.708
-0.413168092299998,-1.635
0.676207715,0.508
-3.5286453098,0.099
4.2354890836,0.092
-4.9367300484,0.967
-1.9981305931,0.566
-1.7350961873,0.714
0.491120708,1.349
0.4708081112,-0.566
-0.122775571,-0.578
-1.2810645564,-1.376
-0.273443328700001,-0.541
-1.5506716162,2.784
-1.4058632918,-0.129
-5.0172394161,-1.111
0.3670506997,-0.583
-3.5830930938,2.194
-0.413168092299998,-0.128
-3.0674786398,0.555
-1.4131680923,-1.179
-1.6458288492,0.207
-0.413168092299998,2.141
3.2941910397,3.054
-2.3112884784,-0.388
-3.7916797157,-0.505
-7.6985703112,2.062
5.9087600025,1.982
-4.3827944433,-1.518
-1.1717925677,-1.573
0.809224329000003,0.052
-4.6429024891,-0.416
-3.2205230144,0.126
-0.413168092299998,1.811
-8.0855934343,0.332
-0.572948536399998,0.453
-2.7885937358,-1.883
-4.1936230112,-0.659
-0.707911358000001,0.968
-4.9981305931,-0.035
-6.8561115882,-1.273
1.8431716609,0.03
-0.413168092299998,0.43
-7.839432847,0.502
-8.1613609419,0.549
-7.7350961872,0.8
7.5755165944,-0.405
-4.2205230144,0.425
-7.0713795751,-0.746
-0.413168092299998,0.157
1.0996446225,0.386
-7.9735009266,-0.108
-6.0570242821,-0.762
-1.2527034202,0.502
-0.413168092299998,-2.558
-5.8054855151,0.42
-0.4306909196,-1.076
-3.9981305931,-1.123
-0.587498273000001,-1.208
-5.6502072897,-1.788
-1.9550618712,-0.864
-6.4502574111,0.997
-7.320058688,-1.215
-3.5830930938,-1.33
-2.2460581065,0.487
-5.622621458,-0.523
-8.6029926512,-0.049
-8.7838554991,-0.347
-6.1136078105,0.592
-7.7169488405,-0.374
-6.7939898763,3.038
-1.5232778493,1.906
-3.5830930938,0.895
-0.413168092299998,0.78
-1.9436828091,1.701
-2.6115816508,1.439
-7.2835328119,0.764
-6.2460581065,-1.238
2.9409746274,0.159
-0.413168092299998,4.349
-8.4575622117,-0.314
-0.6541761919,-0.686
-1.3616377918,-0.481
-0.413168092299998,-1.208
-2.4131680923,-0.181
-2.6355605137,0.47
-3.3785543373,-0.874
-8.0388769354,0.21
-3.1091619055,-1.179
-3.5830930938,-1.335
2.3030389416,-1.54
1.1717944084,-0.299
-0.413168092299998,-1.318
-9.0167944373,0.183
-0.413168092299998,0.238
3.1717944083,0.329
-3.2205230144,-0.166
-0.413168092299998,-0.401
-1.1258861403,-2.089
-8.9981305931,0.488
-6.5629152118,1.072
0.508298505000001,0.955
0.3319967723,-1.038
-0.544957964900002,3.299
-0.639208290800001,0.252
-2.5313495187,0.359
2.1717944084,1.235
-9.3818348855,-0.006
0.9791493304,2.016
-9.3702701339,0.031
-0.1592758256,2.304
2.7567569091,0.027
-3.7388877664,-0.29
-4.2265720591,0.394
-6.967756944,-0.211
-3.2841816517,1.019
-8.0497927129,-0.201
-0.553583211500001,0.56
-1.4752898043,0.349
-0.413168092299998,-1.063
0.6088582139,-0.321
-7.5424511093,0.469
2.0694601014,0.628
-1.8780091476,0.175
-0.413168092299998,1.453
-0.413168092299998,1.35
-3.4399681518,1.721
-7.5321091651,5.781
-0.413168092299998,2.645
-0.413168092299998,0.504
-3.2205230144,-0.582
-0.410347573300001,0.014
-1.5593888333,1.138
4.7962852733,-1.291
-0.725112098699999,1.336
-4.1136078105,1.213
-0.413168092299998,0.458
-7.12741361,-0.715
-0.9277412653,-0.684
-1.8033592141,-0.557
-5.3472801568,0.815
-2.7350961872,-0.901
0.206983836800003,-0.866
3.7567569091,-0.02
-6.3904480158,1.837
-2.9981305931,3.699
-7.770720097,-0.287
-8.2205230144,-0.078
-9.0315535946,0.71
-2.7350961872,-1.172
1.156687516,-1.547
-0.413168092299998,1.443
-5.0570242821,-0.082
-6.6985703112,0.526
-6.872599711,0.008
-1.9741848975,-0.193
-6.1945278059,-0.271
-4.320058688,0.805
-7.0855934343,2.571
-6.4792572828,1.887
-1.9981305931,1.072
3.1695025968,7.862
-8.3439054299,0.335
-5.7350961872,-0.477
-1.9981305931,-0.828
-0.538698974500001,-0.053
-0.0439342827999987,0.044
1.0648792044,-1.278
-5.839432847,5.568
-0.413168092299998,2.739
-1.8054855151,-1.659
0.513191145400001,0.329
-7.3079858557,-0.429
-5.872599711,-0.642
-3.0081146817,-1.217
-0.757917147999999,-3.807
-2.4626367686,-0.879
1.2057417403,0.128
3.5868319077,0.736
1.9848629815,0.796
1.8801393246,-0.941
-5.9981305931,0.495
-8.5880937748,5.058
-4.2205230144,0.896
-2.1590668113,-0.73
-1.9185423284,-0.619
-1.4637941654,-1.051
-0.700970403300001,0.203
0.550306031599998,0.037
-1.9981305932,-1.155
-2.8891298159,-0.823
-0.413168092299998,0.52
-8.1879551519,2.814
1.2818034131,-0.346
1.9087600025,2.77
-8.2333470548,1.324
-4.4002290367,1.105
-3.5600094807,1.066
-9.1978029379,2.579
3.9905540936,1.184
-0.902552933100001,0.805
-0.413168092299998,0.681
-9.4630166418,1.84
-1.6669246847,0.106
-0.413168092299998,-0.404
-0.261164998999998,1.715
0.381630657800001,0.626
3.6639713056,0.922
-2.4376626543,0.379
-1.8973676162,-0.677
-0.703370319599999,-0.315
-5.1543214835,-1.259
-4.9367300484,-1.949
-4.2205230144,0.735
-5.8054855151,-0.081
-0.133550802399999,1.1
-0.4652566036,3.666
2.9514043399,1.599
-1.2151895702,-0.199
-0.413168092299998,-0.109
-4.7895439713,-0.204
3.6263602718,-0.358
-2.2496693601,0.296
-4.2496693601,0.381
-8.5006309336,-1.391
-2.6252185695,1.236
0.586831907700002,-0.174
-0.8872212794,1.236
-2.549229642,1.871
-2.61110747,0.916
-6.5424511093,-0.402
-4.2745759182,0.934
-8.0570242821,-0.427
-0.141122445200001,-0.183
-0.6537960852,1.058
-3.3801796805,-0.073
-0.413168092299998,0.166
-2.7227124629,0.478
-7.0855934343,-1.597
-3.5830930938,-1.62
-6.7179096765,-0.125
-3.1680555945,-0.044
-2.5650269091,0.657
0.0443046731999992,1.164
-0.413168092299998,-1.286
-4.9981305931,0.977
2.3558983449,-0.214
-4.0534130286,-0.706
-0.533579138799999,0.723
-6.3006933632,6.77
-0.2865705226,-0.401
-7.7350961872,-0.466
-0.413168092299998,2.989
-0.413168092299998,0.081
-2.9981305931,3.772
-5.622621458,0.216
-0.0312173850999997,-0.593
-4.3399582454,0.611
-1.8247989902,-0.179
-0.843033009399999,-0.154
4.0462635262,0.149
-2.7040995937,1.03
-2.2446623681,0.525
-2.0695152264,4.223
-9.4520870816,-0.374
-0.0312974570000009,-0.283
-1.0583771355,2.427
1.2497969203,1.448
-4.5006309336,1.356
-1.4739874697,-0.87
-2.6961020556,0.167
-4.8054855151,0.487
-0.413168092299998,1.418
-1.4131680924,-0.182
-6.5006309336,-0.221
-2.8222807577,-0.37
-0.413168092299998,5.24
-2.9981305931,0.529
-0.813991732499998,-1.758
1.3782452858,1.234
-7.5527194447,-0.164
-6.8054855151,-0.684
0.115526188700002,1.256
-1.3136324188,0.086
0.1717944084,-0.708
-1.9981305931,-0.826
0.2142025556,1.834
-3.0468044398,1.732
-2.1981088654,-0.609
-0.464800860799999,-0.078
5.7709988316,-0.375
-3.9464155565,0.085
1.1510816997,2.412
-5.5963899164,2.071
-4.0799246842,-0.505
-0.808709416099999,-0.72
-3.5006309336,3.954
-8.6128404372,4.911
1.1697975982,-0.905
-0.413168092299998,0.082
-0.1787028388,2.289
-0.693803023499999,0.271
-0.686186586800002,0.361
0.0890019986000006,-1.076
-1.6355605137,1.123
-3.0901911461,0.589
1.9751024973,0.599
-1.8301227947,-0.852
-0.785229620699999,-0.363
1.1637570892,0.169
0.794636792799999,-0.74
-0.3262718805,-1.265
-0.759663409,4.131
-1.0681563844,-0.381
-4.872599711,-0.57
-2.7566293488,0.93
-2.5042530672,-1.018
-1.8282055917,-0.504
1.6062842703,-1.474
-9.5830930938,-0.672
-3.1418660706,0.48
-1.316492073,0.677
-2.9564525619,-1.494
-4.6905060363,-0.24
-9.5321091651,-0.408
-1.4131680923,-0.064
-3.1750800437,2.432
1.4437069655,-0.565
-1.5182286939,-0.55
-2.7503226615,-0.69
-3.6108288875,-2.978
-3.0466041669,-2.016
0.145264925500001,-1.41
-2.2970710275,-1.328
-1.1721599929,-2.092
-1.5628130995,0.674
0.710063673599999,-0.657
-4.5830930938,0.694
-0.495805241399999,0.209
-0.762738621599999,0.133
-1.5162137498,1.079
-1.2565399135,0.195
0.437351008900002,0.686
-2.325007904,0.385
1.3389043942,-0.621
-10.6299139505,0.113
-0.365301781199999,0.831
0.781479338499999,6.592
-3.3325496322,-0.452
-2.6041108751,-0.37
-2.1845437173,0.998
0.243258818699999,-0.388
0.217816195799999,-0.402
-1.7740903189,-0.057
-7.6128404372,-0.789
1.8062770449,-0.031
-2.1874949532,4.111
-5.5424511093,0.822
-0.9422146039,2.061
-1.0164314099,-1.764
-0.605813170400001,1.371
-0.3808542022,2.023
-2.1804162534,1.218
-1.9905573734,0.855
-0.916666492499999,-0.516
-4.9156684329,-1.767
-2.6198985348,-3.656
-0.0467405372999998,-1.173
-2.090389101,-1.058
-0.7589429293,-0.024
-1.4540131446,1.114
-1.8433517707,0.465
-1.8844738113,-0.299
-1.7245696068,-1.512
-8.3140349003,-0.936
-0.216310763100001,-0.13
-2.0585032111,-0.709
-3.0833465954,-1.256
-3.0082833095,1.261
-0.6489810295,2.784
-1.3181128418,0.464
-1.7560366719,-1.025
-0.2876372103,0.891
-4.3924095322,0.176
-1.6148019535,0.369
-2.3171847926,-0.299
-0.3084992822,-0.428
-2.364258492,-0.701
-1.6563356445,-0.743
-6.9523269035,-0.502
-5.6643461405,-0.613
0.495157307,-0.277
-1.1343186893,-0.837
-8.3847116463,1.187
-1.5250480631,-0.678
0.205067306599998,0.172
-0.71285155,2.075
0.369270482100001,-0.078
-1.1043837977,-0.296
-1.2258986281,0.373
-1.018465392,-0.994
-2.0126520548,1.284
0.7107707038,-0.472
2.1560055226,0.304
-2.1132237575,-0.414
-0.532467020699999,0.358
-0.166730197099998,-0.679
-1.5470518051,-0.139
-2.3391675109,-0.997
0.0345849821000002,-0.784
-0.0737525708,1.843
-5.1201211175,0.178
-0.876238288100002,0.598
-0.254225101899999,7.601
-4.4131680923,-0.164
0.142295338899999,-0.952
-0.771468577,0.54
-1.2921526914,-0.627
-0.920621225900002,-0.267
-2.7350961872,0.347
-3.9523269035,0.758
-3.2876372103,0.789
-9.2958111417,0.582
-0.227016776499998,-1.283
-0.884588061499999,0.798
-4.9415470648,-0.1
-1.8647194612,0.776
-0.0257661599999999,-0.741
-7.6029926512,-0.019
-8.7530180952,-0.796
-4.5006309336,0.843
-6.1136078105,-0.854
-8.7305807061,-0.601
-0.413168092299998,-1.319
4.6742947489,-0.811
-0.413168092299998,-0.71
0.4052845385,-0.32
-4.320058688,0.413
-0.413168092299998,-0.963
-3.5830930938,-0.946
-0.8954449291,-0.802
-6.9209627325,-3.019
0.0927228372999984,-4.042
0.1393729306,-1.125
-0.945543631,-0.511
-0.413168092299998,-0.684
0.773147298200002,-0.072
-8.0570242821,-1.741
0.0462635262000006,-0.068
-7.622621458,1.271
-0.413168092299998,-0.876
-5.770720097,0.918
-1.3174651468,2.029
-0.413168092299998,-0.003
-1.8520523336,-0.317
-1.4131680924,-0.464
-1.0746197356,1.894
-1.7104341331,-2.202
-3.3307059322,-2.142
-4.5802277601,-1.668
-1.4131680923,-2.415
0.6033409948,-0.093
-3.6610956058,-0.375
1.2431790416,-0.525
0.788465768799998,1.051
-3.1997644543,0.459
-0.957035572,-0.913
-7.3320313296,0.911
-4.4281184338,0.884
0.1400079196,2.034
-3.9310163972,1.186
-7.8054855151,0.648
-4.4131680923,-0.524
-8.277354237,-2.053
-8.4410740889,1.696
2.4848044386,0.386
-1.9438689993,0.626
-4.515978898,2.163
-2.3169527772,-0.518
-5.3673644027,-0.444
-7.5930771824,1.016
-6.2958111417,0.176
-3.872599711,-0.621
-0.413168092299998,-0.118
-7.967756944,-0.147
-0.413168092299998,-0.652
-6.2711490875,1.383
-4.320058688,1.0
0.205741740300002,2.02
2.3322590805,-0.44
0.586831907700002,-0.752
-7.9523269035,-0.353
-5.3177668765,0.273
-0.413168092299998,-0.219
-1.0912399975,0.994
-4.0342643792,6.906
-8.42997638,1.925
-6.0855934343,-0.259
-1.4835574203,-1.089
-7.0570242821,0.758
-6.1410885469,1.318
-0.987570453,0.675
0.0241644466000004,-0.356
-0.413168092299998,0.994
0.651299441400001,0.763
-0.443974139100003,2.692
-2.5830930938,0.176
-0.9189710556,-0.578
-2.3467049322,-0.636
-0.108182034,0.047
-1.8951842914,-1.092
1.1432252561,1.728
6.2450433904,2.055
-5.0497927129,1.213
-4.030140988,-0.976
-8.7305807061,-1.182
-9.0093578485,-0.49
-1.065244789,-0.383
-2.4131680923,1.495
-1.9058337458,0.441
-5.9981305931,-0.297
-0.036313787000001,-0.758
-8.4327588207,5.436
5.7057729804,0.472
-5.5401592978,0.331
-0.413168092299998,-0.047
-0.296975074899997,-0.802
-2.2876372103,0.047
-1.9981305931,0.766
-3.0198256642,-1.585
-2.6414370801,0.859
-0.190775671099999,0.287
1.0913044905,-0.088
-3.0039833193,-0.453
1.3832985135,0.507
-0.413168092299998,-0.024
-6.4575622117,1.033
-1.8365690646,1.103
-8.6079249468,0.499
-4.5629152118,0.305
-5.4131680923,0.99
-0.243243091000002,-0.818
-0.533701757699999,-0.29
-3.5830930938,-0.151
-2.4131680923,-0.993
-8.2896850389,-0.267
-0.413168092299998,-0.765
-9.6201824125,-0.506
0.274553982799997,0.249
-0.753922710100001,0.302
-2.7471522049,0.099
-1.4530608195,0.357
-0.933496116500001,0.739
-3.6673060978,-0.578
-0.545308431299999,1.794
-1.2802292605,-0.359
-8.3731700244,0.325
-8.9406450984,-0.973
-0.413168092299998,-0.387
-2.6963926579,-0.078
-4.4131680923,-0.436
-4.5006309336,0.268
-2.9621838967,-1.03
-0.8220794888,-0.731
-0.413168092299998,-1.794
-9.6201824125,0.006
-5.5930771824,0.294
-10.2156844575,-1.526
-0.1787028388,1.443
